,index,Timestamp,Heart rate,R-R interval,MarkerName,GSR Conductance CAL
6899,82487,589069.6854,,,LeftSwitchPressed,
6900,82488,589074.8102,,,,13.439522150323542
6901,82489,589082.6227,,,,13.44462738190961
6902,82490,589090.4352,,,,13.449732613495678
6903,82491,589097.6225,,,BuzzWireHit,
6904,82492,589098.2477,,,,13.449732613495678
6905,82493,589106.0602,,,,13.454837845081746
6906,82494,589111.573,,,BuzzWireHit,
6907,82495,589113.8727,,,,13.46504830825388
6908,82496,589121.6852,,,,13.470153539839952
6909,82497,589129.4977,,,,13.475258771426017
6910,82498,589137.3102,,,,13.475258771426017
6911,82499,589138.6198,,,BuzzWireHit,
6912,82500,589145.1227,,,,13.49057446618422
6913,82501,589152.5754,,,BuzzWireHit,
6914,82502,589152.9352,,,,13.485469234598153
6915,82503,589160.7477,,,,13.49057446618422
6916,82504,589167.5359,,,BuzzWireHit,
6917,82505,589168.5602,,,,13.500784929356357
6918,82506,589176.3727,,,,13.500784929356357
6919,82507,589184.1852,,,,13.510995392528493
6920,82508,589191.9977,,,,13.505890160942426
6921,82509,589194.731,,,BuzzWireHit,
6922,82510,589199.8102,,,,13.510995392528493
6923,82511,589207.6227,,,,13.521205855700629
6924,82512,589208.693,,,BuzzWireHit,
6925,82513,589215.4352,,,,13.521205855700629
6926,82514,589223.2477,,,,13.526311087286697
6927,82515,589231.0602,,,,13.531416318872765
6928,82516,589235.7777,,,BuzzWireHit,
6929,82517,589238.8727,,,,13.5416267820449
6930,82518,589246.6852,,,,13.5416267820449
6931,82519,589254.4977,,,,13.5416267820449
6932,82520,589262.3102,,,,13.5416267820449
6933,82521,589270.1227,,,,13.5569424768031
6934,82522,589277.9352,,,,13.562047708389173
6935,82523,589285.7477,,,,13.562047708389173
6936,82524,589293.5602,,,,13.567152939975236
6937,82525,589301.3727,,,,13.577363403147372
6938,82526,589309.1852,,,,13.572258171561304
6939,82527,589316.9977,,,,13.577363403147372
6940,82528,589324.8102,,,,13.577363403147372
6941,82529,589332.6227,,,,13.587573866319508
6942,82530,589340.4352,,,,13.587573866319508
6943,82531,589348.2477,,,,13.587573866319508
6944,82532,589356.0602,,,,13.597784329491647
6945,82533,589363.8727,,,,13.602889561077712
6946,82534,589371.6852,,,,13.602889561077712
6947,82535,589379.4977,,,,13.602889561077712
6948,82536,589387.3102,,,,13.60799479266378
6949,82537,589395.1227,,,,13.613100024249848
6950,82538,589402.9352,,,,13.613100024249848
6951,82539,589410.7477,,,,13.618205255835916
6952,82540,589418.5602,,,,13.613100024249848
6953,82541,589426.3727,,,,13.623310487421982
6954,82542,589434.1852,,,,13.628415719008052
6955,82543,589441.9977,,,,13.628415719008052
6956,82544,589449.8102,,,,13.628415719008052
6957,82545,589457.6227,,,,13.63352095059412
6958,82546,589465.4352,,,,13.628415719008052
6959,82547,589473.2477,,,,13.638626182180188
6960,82548,589481.0602,,,,13.63352095059412
6961,82549,589488.8727,,,,13.64373141376626
6962,82550,589496.6852,,,,13.638626182180188
6963,82551,589504.4977,,,,13.638626182180188
6964,82552,589512.3102,,,,13.64373141376626
6965,82553,589520.1227,,,,13.653941876938395
6966,82554,589527.9352,,,,13.648836645352324
6967,82555,589535.7477,,,,13.648836645352324
6968,82556,589543.5602,,,,13.648836645352324
6969,82557,589551.3727,,,,13.653941876938395
6970,82558,589559.1852,,,,13.653941876938395
6971,82559,589566.9977,,,,13.659047108524458
6972,82560,589574.8102,,,,13.648836645352324
6973,82561,589582.6227,,,,13.659047108524458
6974,82562,589590.4352,,,,13.653941876938395
6975,82563,589598.2477,,,,13.664152340110526
6976,82564,589606.0602,,,,13.659047108524458
6977,82565,589613.8727,,,,13.659047108524458
6978,82566,589621.6852,,,,13.664152340110526
6979,82567,589629.4977,,,,13.659047108524458
6980,82568,589637.3102,,,,13.659047108524458
6981,82569,589645.1227,,,,13.664152340110526
6982,82570,589652.9352,,,,13.664152340110526
6983,82571,589660.7477,,,,13.669257571696594
6984,82572,589668.5602,,,,13.659047108524458
6985,82573,589676.3727,,,,13.664152340110526
6986,82574,589684.1852,,,,13.664152340110526
6987,82575,589691.9977,,,,13.659047108524458
6988,82576,589699.8102,,,,13.664152340110526
6989,82577,589707.6227,,,,13.664152340110526
6990,82578,589715.4352,,,,13.664152340110526
6991,82579,589723.2477,,,,13.664152340110526
6992,82580,589729.607557845,79.0,764.0,,
6993,82581,589731.0602,,,,13.659047108524458
6994,82582,589738.8727,,,,13.664152340110526
6995,82583,589746.6852,,,,13.659047108524458
6996,82584,589754.4977,,,,13.659047108524458
6997,82585,589762.3102,,,,13.664152340110526
6998,82586,589770.1227,,,,13.664152340110526
6999,82587,589777.9352,,,,13.659047108524458
7000,82588,589785.7477,,,,13.653941876938395
7001,82589,589793.5602,,,,13.653941876938395
7002,82590,589801.3727,,,,13.664152340110526
7003,82591,589809.1852,,,,13.659047108524458
7004,82592,589816.9977,,,,13.659047108524458
7005,82593,589824.8102,,,,13.648836645352324
7006,82594,589832.6227,,,,13.653941876938395
7007,82595,589840.4352,,,,13.648836645352324
7008,82596,589848.2477,,,,13.64373141376626
7009,82597,589856.0602,,,,13.638626182180188
7010,82598,589863.8727,,,,13.648836645352324
7011,82599,589871.6852,,,,13.638626182180188
7012,82600,589879.4977,,,,13.648836645352324
7013,82601,589887.3102,,,,13.638626182180188
7014,82602,589895.1227,,,,13.638626182180188
7015,82603,589902.9352,,,,13.638626182180188
7016,82604,589910.7477,,,,13.63352095059412
7017,82605,589918.5602,,,,13.628415719008052
7018,82606,589926.3727,,,,13.638626182180188
7019,82607,589934.1852,,,,13.628415719008052
7020,82608,589941.9977,,,,13.628415719008052
7021,82609,589949.8102,,,,13.623310487421982
7022,82610,589957.6227,,,,13.63352095059412
7023,82611,589965.4352,,,,13.623310487421982
7024,82612,589973.2477,,,,13.618205255835916
7025,82613,589981.0602,,,,13.618205255835916
7026,82614,589988.8727,,,,13.618205255835916
7027,82615,589996.6852,,,,13.60799479266378
7028,82616,590004.4977,,,,13.613100024249848
7029,82617,590012.3102,,,,13.602889561077712
7030,82618,590016.2077,,,RightSwitchPressed,
